Compounds	Object ID	InChI-Key	SMILES	
(+)-(1R,2R)-1,2-diphenylethane-1,2-diol	CPD-8985	InChIKey=IHPDTPWNFBQHEB-ZIAGYGMSSA-N	C1(C=CC(=CC=1)C(C(C2(C=CC=CC=2))O)O)	
5-(methylthio)-2,3-dioxopentyl 1-phosphate	CPD-8999	InChIKey=HKEAOVFNWRDVAJ-UHFFFAOYSA-L	CSCCC(=O)C(=O)COP([O-])(=O)[O-]	
4-(&gamma;-L-glutamylamino)butanoate	CPD-9000	InChIKey=MKYPKZSGLSOGLL-LURJTMIESA-M	C(CCC(C([O-])=O)[N+])(NCCCC(=O)[O-])=O	
2,4-dichlorophenoxyacetate	CPD-9009	InChIKey=OVSKIKFHRZPJSS-UHFFFAOYSA-M	C(COC1(C=CC(=CC=1Cl)Cl))(=O)[O-]	
mercuriphenyl acetate	CPD-901	InChIKey=XEBWQGVWTUSTLN-UHFFFAOYSA-M	CC(=O)O[Hg]C1(C=CC=CC=1)	
<i>N</i><sup>&beta;</sup>-acetylstreptothricin F	CPD-9012	InChIKey=KNRGVMKMLCZEDK-RFCOGPCLSA-P	CC(=O)NC(CCC[N+])CC(=O)NC3(C([N+]=C2(NC1(C(C(=O)NCC(O)1)N2)))OC(CO)C(OC(=O)N)C(O)3)	
formiminoalanine	CPD-9013	InChIKey=PYVSCWXYQWXOMA-UHFFFAOYSA-N	CC(C(=O)O)NC=N	
formiminoglycine methyl ester	CPD-9014	InChIKey=JUQBPTASTJGCOF-UHFFFAOYSA-O	COC(=O)CNC[N+]	
2-hydroxy-2-deaminotetrahydrofolate	CPD-9015	InChIKey=PYMHUTZITGQKAY-RYUDHWBXSA-L	C(NC1(=CC=C(C=C1)C(=O)NC(CCC(=O)[O-])C(=O)[O-]))C2(CNC3(NC(O)=NC(=O)C(N2)=3))	
5,10-methylenetetrahydropteroate	CPD-9019	InChIKey=KUVCSZHOXGXQDI-SNVBAGLBSA-M	C4(NC1(N=C(N)NC(=O)C=1N3(CN(C2(=CC=C(C=C2)C(=O)[O-]))C[CH]34)))	
tetrahydropteroate	CPD-9020	InChIKey=OXIZGFYJYJOABB-VIFPVBQESA-M	C([CH]2(NC1(C(NC(=NC=1NC2)N)=O)))NC3(=CC=C(C([O-])=O)C=C3)	
2-hydroxypurine	CPD-9023	InChIKey=CRIZPXKICGBNKG-UHFFFAOYSA-N	C2(C1(=C(N=CN1)N=C(O)N=2))	
allopurinol	CPD-9024	InChIKey=OFCNXPDARWKPPY-UHFFFAOYSA-N	C1(=C2(C(N=CN=C(NN1)2)=O))	
1-methylxanthine	CPD-9025	InChIKey=MVOYJPOZRLFTCP-UHFFFAOYSA-N	CN2(C(=O)NC1(=C(NC=N1)C(=O)2))	
5-formyl-3-hydroxy-2-methylpyidine-4-carboxylate	CPD-9026	InChIKey=JTWNWNJMNSJYDL-UHFFFAOYSA-M	CC1(C(=C(C(=CN=1)C=O)C(=O)[O-])O)	
5-pyridoxolactone	CPD-9028	InChIKey=PPAXBSPBIWBREI-UHFFFAOYSA-N	CC1(=NC=C2(C(=C(O)1)COC(=O)2))	
<i>N</i>-hexanoyl-D,L-homoserine lactone	CPD-9029	InChIKey=ZJFKKPDLNLCPNP-UHFFFAOYSA-N	CCCCCC(=O)NC1(CCOC(=O)1)	
6-methylnicotinate	CPD-9030	InChIKey=RZOKQIPOABEQAM-UHFFFAOYSA-M	CC1(N=CC(C([O-])=O)=CC=1)	
4,4'-dithiodipyridine	CPD-9046	InChIKey=UHBAPGWWRFVTFS-UHFFFAOYSA-N	C1(=NC=CC(=C1)SSC2(C=CN=CC=2))	
2-deoxy-2-amino glucitol-6-phosphate	CPD-9051	InChIKey=LBNVXZROMBUNNQ-SLPGGIOYSA-M	C(O)C([N+])C(C(C(COP(=O)([O-])[O-])O)O)O	
glutaraldehyde	CPD-9052	InChIKey=SXRSQZLOMIGNAQ-UHFFFAOYSA-N	[CH](=O)CCC[CH]=O	
pyridine-3-aldehyde	CPD-9060	InChIKey=QJZUKDFHGGYHMC-UHFFFAOYSA-N	C1(=C(C=CC=N1)C=O)	
D-mannono-&gamma;-lactone	CPD-9062	InChIKey=SXZYCXMUPBBULW-SQOUGZDYSA-N	C(O)C(O)[CH]1(OC(=O)C(O)C(O)1)	
3,4-hexanedione	CPD-9078	InChIKey=KVFQMAZOBTXCAZ-UHFFFAOYSA-N	CCC(=O)C(=O)CC	
2,3-heptanedione	CPD-9080	InChIKey=FJPGAMCQJNLTJC-UHFFFAOYSA-N	CCCCC(=O)C(=O)C	
2,3-hexanedione	CPD-9081	InChIKey=MWVFCEVNXHTDNF-UHFFFAOYSA-N	CCCC(=O)C(C)=O	
4-benzylpyridine	CPD-9082	InChIKey=DBOLXXRVIFGDTI-UHFFFAOYSA-N	C1(=NC=CC(=C1)CC2(=CC=CC=C2))	
phosphoramidon	CPD-9084	InChIKey=ZPHBZEQOLSRPAK-SHERONPGSA-L	CC(C)CC(C(NC(C(=O)[O-])CC2(=CNC1(C=CC=CC=12)))=O)NP(=O)([O-])OC3(C(C(C(C(C)O3)O)O)O)	
geranylgeranyl-bacteriochlorophyll <i>a</i>	CPD-9088	InChIKey=HBYYRBWSVSZZHE-FVVSHTJESA-M	CCC1(C(C)C7(N=C1C=C5(C(C)=C3(C(=O)C(C(OC)=O)C4(C2(C(CCC(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(C)C(N=2)=CC6(=C(C)C(C(C)=O)=C(N([Mg]N(C3=4)5)6)C=7)))))))	
binuclear-iron-cluster	CPD-9103			
1,3-dichloropropene	CPD-9112	InChIKey=UOORRWUZONOOLO-OWOJBTEDSA-N	C(Cl)=CCCl	
phenyl-&beta;-galactoside	CPD-9117	InChIKey=NEZJDVYDSZTRFS-LVGQNXBHSA-N	C([OH])C2(C([OH])C([OH])C([OH])C(OC1(=CC=CC=C1))O2)	
2-hydroxy-5-methylquinone	CPD-9135	InChIKey=BMBZVGUSOUAIMK-UHFFFAOYSA-M	CC1(=CC(=O)C([O-])=CC1=O)	
2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate	CPD-9137	InChIKey=YKJSDORVRVLNNE-JYZMYEGWSA-M	CC(=C(C=C(O)C([O-])=O)O)C=O	
2-amino-5-methyl-muconate semialdehyde	CPD-9148	InChIKey=RJEIXJLDJPPFTI-JGDUWUCISA-M	CC(=CC=C(C(=O)[O-])N)[CH]=O	
4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate	CPD-9159	InChIKey=HUERLDOVKZMNGE-GORDUTHDSA-L	CC([CH]=O)C([O-])=CC(C(=O)[O-])=O	
2-amino-5-chloromuconate	CPD-9160	InChIKey=KNAXVHYDFDBJMN-ZPUQHVIOSA-L	C([O-])(=O)C(Cl)=CC=C(C([O-])=O)N	
2-amino-5-chloromuconate 6-semialdehyde	CPD-9161	InChIKey=YEIFVAPTZWXPNE-GRSRPBPQSA-M	C(C(=CC=C(N)C(=O)[O-])Cl)=O	
2-hydroxy-5-chloromuconate	CPD-9162	InChIKey=NQNIOZLUWJONON-ZPUQHVIOSA-L	C(C(=CC=C(O)C(=O)[O-])Cl)(=O)[O-]	
2-hydroxy-5-methylmuconate semialdehyde	CPD-9163	InChIKey=ADNFTGVUUFRKSK-JGDUWUCISA-M	CC(=CC=C(O)C([O-])=O)C=O	
5-methyl-2-oxo-3-hexene-1,6-dioate	CPD-9164	InChIKey=OQBDUIUEEGGDSS-IHWYPQMZSA-L	CC(C=CC(C(=O)[O-])=O)C([O-])=O	
2-oxo-4-hexenoate	CPD-9165	InChIKey=SKGFXOFUJGUPDM-ARJAWSKDSA-M	CCC=CC(C(=O)[O-])=O	
2-oxo-4-hydroxyhexenoate	CPD-9166	InChIKey=KREFNAFBEMTFJQ-IHWYPQMZSA-M	CC(C=CC(=O)C(=O)[O-])O	
(3<i>Z</i>)-2-oxohex-3-enedioate	CPD-9167	InChIKey=QTHJXLFFFTVYJC-UPHRSURJSA-L	C(CC=CC(=O)C(=O)[O-])(=O)[O-]	
rubredoxin Fe-S center	CPD-9171			
4-ethylbenzoate	CPD-9172	InChIKey=ZQVKTHRQIXSMGY-UHFFFAOYSA-M	CCC1(C=CC(C([O-])=O)=CC=1)	
1,4-dicarboxynaphthalene	CPD-9174	InChIKey=ABMFBCRYHDZLRD-UHFFFAOYSA-L	C(=O)([O-])C1(C2(=C(C(C([O-])=O)=CC=1)C=CC=C2))	
IDP-D-mannose	CPD-9187	InChIKey=MDCWIRPAAZMRRI-HKYXEKDMSA-L	C(C3(C(C(C(N2(C1(=C(C(NC=N1)=O)N=C2)))O3)O)O))OP(OP(OC4(C(C(C(C(O4)CO)O)O)O))([O-])=O)([O-])=O	
ninhydrin	CPD-9188	InChIKey=FEMOMIGRRWSMCU-UHFFFAOYSA-N	C2(=CC=C1(C(C(=O)C(O)(O)C(=O)1)=C2))	
phenanthrenequinone	CPD-9192	InChIKey=MCTGSQYAUPHTBA-UHFFFAOYSA-N	C3(C=CC2(C(=O)C(=O)C1(=CC=CC=C1C2C=3)))	
4,7-diphenyl-1,10-phenanthroline	CPD-9197	InChIKey=DHDHJYNTEFLIHY-UHFFFAOYSA-N	C1(C=CC(=CC=1)C2(C=CN=C3(C4(C(C=CC=23)=C(C=CN=4)C5(C=CC=CC=5)))))	
(3<i>R</i>)-3-amino-3-phenylpropanoyl-CoA	CPD-9207	InChIKey=SUUAAMNYLVZHRN-JOQFVOQGSA-K	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(CC([N+])C1(C=CC=CC=1))=O)COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]	
<i>S</i>-glutathionyl-L-cysteine	CPD-921	InChIKey=BNRXZEPOHPEEAS-FXQIFTODSA-M	C(SSCC(C(NCC([O-])=O)=O)NC(=O)CCC([N+])C([O-])=O)C(C([O-])=O)[N+]	
dibenzo-<I>p</I>-dioxin	CPD-922	InChIKey=NFBOHOGPQUYFRF-UHFFFAOYSA-N	C1(C=C2(OC3(=CC=CC=C(OC(=CC=1)2)3)))	
oxacillin	CPD-9224	InChIKey=UWYHMGVUTGAWSP-JKIFEVAISA-M	CC2(=C(C(C1(C=CC=CC=1))=NO2)C(NC3(C(N4(C(C(=O)[O-])C(C)(C)SC34))=O))=O)	
cloxacillin	CPD-9225	InChIKey=LQOLIRLGBULYKD-JKIFEVAISA-M	CC2(=C(C(C1(C=CC=CC=1Cl))=NO2)C(NC3(C(N4(C(C(=O)[O-])C(C)(C)SC34))=O))=O)	
dicloxacillin	CPD-9226	InChIKey=YFAGHNZHGGCZAX-KEYYUXOJSA-M	CC2(=C(C(C1(C(=CC=CC=1Cl)Cl))=NO2)C(NC3(C(N4(C(C(=O)[O-])C(C)(C)SC34))=O))=O)	
2,2',3-trihydroxydiphenyl-ether	CPD-923	InChIKey=XEAZDMSYJLCYDK-UHFFFAOYSA-M	C1(C=C([O-])C(=CC=1)OC2(C=CC=C(O)C=2O))	
cefotaxime	CPD-9232	InChIKey=GPRBEKHLDVQUJE-VINNURBNSA-M	CC(=O)OCC1(CSC2(C(C(N(C(C(=O)[O-])=1)2)=O)NC(C(C3(=CSC(N)=N3))=NOC)=O))	
cefoxitin	CPD-9233	InChIKey=WZOZEZRFJCJXNZ-ZBFHGGJFSA-M	COC1(C(N2(C(C(=O)[O-])=C(COC(N)=O)CSC12))=O)NC(CC3(=CC=CS3))=O	
2-hydroxy-6-(2-hydroxyphenoxy)-6-oxo-cis,cis-hexa-2,4-dienoate	CPD-924	InChIKey=CULGWEQEASHZHP-NINQLNBYSA-M	C(C=CC=C(C(=O)[O-])O)(OC1(=CC=CC=C1O))=O	
4,4a-dihydroxy-dihydro-dibenzo-<I>p</I>-dioxin	CPD-925	InChIKey=IYMGVVSBFUUUDL-UHFFFAOYSA-N	C1(C=C2(OC3(=CC=CC(O)C(OC(=CC=1)2)3O)))	
dibenzofuran	CPD-926	InChIKey=TXCDCPKCNAJMEE-UHFFFAOYSA-N	C1(=CC3(=C(C=C1)OC2(C(=CC=CC=2)3)))	
clavaldehyde	CPD-9260	InChIKey=NABDJFSYSZIMMH-SVVJFQMGSA-M	C(C=C2(OC1(CC(N1C2C([O-])=O)=O)))=O	
internal aldimine	CPD-9266		CC1(=[NH]C=C(C(=C1[OH-])C=[NH+][R1])COP(=O)(=O)O)	
2,2',3-trihydroxybiphenyl	CPD-927	InChIKey=USBNIYMZDQVDSO-UHFFFAOYSA-N	C1(C=CC(=C(C=1)C2(=CC=CC(=C(O)2)O))O)	
2-hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	CPD-928	InChIKey=MWGXDZHCLRMDFE-OEKSYNDNSA-M	C1(C=CC(=C(C=1)C(C=CC=C(C(=O)[O-])O)=O)O)	
n-nonane	CPD-9284	InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N	CCCCCCCCC	
n-heptane	CPD-9286	InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N	CCCCCCC	
n-hexane	CPD-9288	InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N	CCCCCC	
<i>N</i>-acetyl-(L)-arginine	CPD-9291	InChIKey=SNEIUMQYRCDYCH-LURJTMIESA-N	CC(NC(C(=O)O)CCCN=C(N)N)=O	
(3<i>R</i>)-hydroxy-<i>N</i>-acetyl-(L)-arginine	CPD-9292	InChIKey=YBWBVAVHEWQYMK-GDVGLLTNSA-N	CC(=O)NC(C([O-])=O)C(CCNC(N)=[N+])O	
ethane	CPD-9312	InChIKey=OTMSDBZUPAUEDD-UHFFFAOYSA-N	CC	
malonamate	CPD-9326	InChIKey=CGJMROBVSBIBKP-UHFFFAOYSA-M	C(=O)([O-])CC(=O)N	
8-methyl-6-nonenoate	CPD-9329	InChIKey=OCALSPDXYQHUHA-FNORWQNLSA-M	CC(C=CCCCCC([O-])=O)C	
5-azacytosine	CPD-9334	InChIKey=MFEFTTYGMZOIKO-UHFFFAOYSA-N	C1(NC(=O)N=C(N)N=1)	
N-methylammelide	CPD-9335	InChIKey=KYGWHIMMSIVKRA-UHFFFAOYSA-N	CNC1(=NC(O)=NC(O)=N1)	
N-dimethylammelide	CPD-9336	InChIKey=CPBYSBMOJQTYIZ-UHFFFAOYSA-N	CN(C)C1(=NC(N)=NC(O)=N1)	
N-methylisocyanurate	CPD-9346	InChIKey=JKFBDXNBNZXCCV-UHFFFAOYSA-N	CN1(C(=O)NC(=O)NC(=O)1)	
2-chloro-4,6-diamino-1,3,5-triazine	CPD-9356	InChIKey=FVFVNNKYKYZTJU-UHFFFAOYSA-N	C1(Cl)(N=C(N)N=C(N)N=1)	
2,4,6-triaminopyrimidine	CPD-9357	InChIKey=JTTIOYHBNXDJOD-UHFFFAOYSA-N	C1(N)(=NC(N)=NC(N)=C1)	
4-chloro-2,6-diaminopyrimidine	CPD-9358	InChIKey=QJIUMVUZDYPQRT-UHFFFAOYSA-N	C1(Cl)(=CC(N)=NC(N)=N1)	
<i>s</i>-ethyl-<i>N,N</i>-dipropylthiocarbamate	CPD-9360	InChIKey=GUVLYNGULCJVDO-UHFFFAOYSA-N	CCCN(C(=O)SCC)CCC	
(2<i>S</i>,5<i>S</i>)-5-carboxymethyl proline	CPD-9369	InChIKey=LIZWYFXJOOUDNV-WHFBIAKZSA-M	C([O-])(=O)CC1([N+]C(C(=O)[O-])CC1)	
(3<i>S</i>,5<i>S</i>)-carbapenam-3-carboxylate	CPD-9371	InChIKey=RJPDELAUUYAFTQ-WHFBIAKZSA-M	C(C1(CC[CH]2(N1C(C2)=O)))([O-])=O	
&gamma;-glutamyl-isopropylamide	CPD-9372	InChIKey=CABXGBMKSVRWOG-LURJTMIESA-N	CC(NC(CCC(C(=O)[O-])[N+])=O)C	
&gamma;-glutamyl-L-alaninol	CPD-9373	InChIKey=JJWXGBABENFUNJ-WDSKDSINSA-N	CC(CO)NC(=O)CCC([N+])C([O-])=O	
L-alaninol	CPD-9374	InChIKey=BKMMTJMQCTUHRP-VKHMYHEASA-O	CC([N+])CO	
(3<i>S</i>,5<i>R</i>)-carbapenam	CPD-9376	InChIKey=RJPDELAUUYAFTQ-UHNVWZDZSA-M	C(C1(CC[CH]2(N1C(C2)=O)))([O-])=O	
propylamine	CPD-9379	InChIKey=WGYKZJWCGVVSQN-UHFFFAOYSA-O	CCC[N+]	
serinol	CPD-9382	InChIKey=KJJPLEZQSCZCKE-UHFFFAOYSA-O	C(O)C([N+])CO	
glycine methyl ester	CPD-9383	InChIKey=KQSSATDQUYCRGS-UHFFFAOYSA-N	C([NH2])C(=O)OC	
&gamma;-glutamyl-ethylamide	CPD-9384	InChIKey=DATAGRPVKZEWHA-YFKPBYRVSA-N	CCNC(=O)CCC([N+])C(=O)[O-]	
dihydroconiferyl alcohol	CPD-94	InChIKey=MWOMNLDJNQWJMK-UHFFFAOYSA-N	COC1(=C(C=CC(=C1)CCCO)O)	
(2<i>S</i>,5<i>S</i>)-5-carboxyethyl proline	CPD-9401	InChIKey=ZASXUESHZGBSOD-WDSKDSINSA-M	C(CCC1(CCC([N+]1)C([O-])=O))([O-])=O	
(2<i>S</i>,5<i>R</i>)-5-carboxymethyl proline	CPD-9402	InChIKey=LIZWYFXJOOUDNV-UHNVWZDZSA-M	C([O-])(=O)CC1([N+]C(C(=O)[O-])CC1)	
(2<i>R</i>,5<i>R</i>)-5-carboxymethyl proline	CPD-9403	InChIKey=LIZWYFXJOOUDNV-RFZPGFLSSA-M	C([O-])(=O)CC1([N+]C(C(=O)[O-])CC1)	
3-(carboxymethyl-amino)-propionate	CPD-9405	InChIKey=GAUBNQMYYJLWNF-UHFFFAOYSA-M	C(C(=O)[O-])[N+]CCC([O-])=O	
S-(2-methylbutanoyl)-dihydrolipoamide	CPD-941	InChIKey=UFNCWFSSEGPJNL-UHFFFAOYSA-N	CCC(C(SCCC(CCCCC(N)=O)S)=O)C	
2-methyl-<I>trans</I>-aconitate	CPD-9421	InChIKey=NUZLRKBHOBPTQV-ONEGZZNKSA-K	CC(C(=O)[O-])=C(C(=O)[O-])CC(=O)[O-]	
5-oxooctanal	CPD-9422	InChIKey=NKKMPIXWEPUSCG-UHFFFAOYSA-N	CCCC(CCCC=O)=O	
8-aminooctan-4-one	CPD-9423	InChIKey=UYCHPUIDXXFEKR-UHFFFAOYSA-O	CCCC(CCCC[N+])=O	
adenosine 5'-propyl phosphate	CPD-9429	InChIKey=XAMXMSZRQHPMRX-QYVSTXNMSA-M	CCCOP(=O)([O-])OCC3(C(C(C(N2(C=NC1(C(N)=NC=NC=12)))O3)O)O)	
ascopyrone M	CPD-9432	InChIKey=XUKJGZOHRVCEJL-BYPYZUCNSA-N	C(O)C1(OCC(=O)C(O)=C1)	
ascopyrone P	CPD-9433	InChIKey=ZXCYXCIWKAILMP-BYPYZUCNSA-N	C(C1(CC(C(=CO1)O)=O))O	
microthecin	CPD-9435	InChIKey=FUJVJJBVXLPRQJ-UHFFFAOYSA-N	C1(C=CC(=O)C(O1)(O)CO)	
(<i>S</i>)-2-formylglutarate	CPD-9437	InChIKey=NMUKFRCHLYPKSR-BYPYZUCNSA-L	C(=O)C(C([O-])=O)CCC([O-])=O	
(<i>S</i>)-2-hydroxymethylglutarate	CPD-9438	InChIKey=XPQIPNORJZZYPV-BYPYZUCNSA-L	C(O)C(CCC([O-])=O)C([O-])=O	
sophoraflavanone B	CPD-9440	InChIKey=LPEPZZAVFJPLNZ-SFHVURJKSA-N	CC(=CCC1(=C(O)C=C(O)C2(C(=O)CC(OC1=2)C3(=CC=C(O)C=C3))))C	
sophoraflavanone G	CPD-9441	InChIKey=XRYVAQQLDYTHCL-GMTBNIFVSA-N	CC(=CCC(CC1(=C(O)C=C(O)C2(C(=O)CC(OC1=2)C3(=C(C=C(O)C=C3)O))))C(C)=C)C	
leachianone G	CPD-9442	InChIKey=VBOYLFNGTSLAAZ-SFHVURJKSA-M	CC(C)=CCC1(=C3(C(=C(C=C1[O-])O)C(CC(C2(C=CC(=CC(O)=2)O))O3)=O))	
lavandulyl diphosphate	CPD-9443	InChIKey=LHLLBECTIHFNGQ-JTQLQIEISA-K	CC(=CCC(COP(=O)([O-])OP(=O)([O-])[O-])C(=C)C)C	
chrysanthemyl diphosphate	CPD-9445	InChIKey=AORLUAKWVIEOLL-RKDXNWHRSA-K	CC(=CC1(C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)C))C	
2-isopropylmaleate	CPD-9451	InChIKey=NJMGRJLQRLFQQX-HYXAFXHYSA-L	CC(C(C(=O)[O-])=CC(=O)[O-])C	
2-hydroxybiphenyl	CPD-946	InChIKey=LLEMOWNGBBNAJR-UHFFFAOYSA-N	C1(C=CC(=CC=1)C2(C=CC=CC=2O))	
oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside	CPD-9464	InChIKey=QZMAEZWZCGBZFK-RQUNQMDJSA-M	CC7(CCC6(CCC1(C(=CCC2(C1(CCC3(C2(CCC(C3(C)C)OC4(C(C(C(C(O4)C(=O)[O-])O)OC5(C(C(C(C(CO)O5)O)O)O))O))C))C))C6C7)C)C(=O)OC8(C(C(C(C(CO)O8)O)O)O))C	
oleanolate-3-beta-D-glucuronoside-(3,1)-galactoside-(4,1)-glucoside-28-glucoside	CPD-9467	InChIKey=PXGJYJGHNZFNDH-PZISSMDJSA-M	CC8(CCC7(CCC1(C(=CCC2(C1(CCC3(C2(CCC(C3(C)C)OC4(C(C(C(C(O4)C(=O)[O-])OC5(C(C(C(C(CO)O5)O)O)O))OC6(C(C(C(C(CO)O6)O)O)O))O))C))C))C7C8)C)C(=O)OC9(C(C(C(C(CO)O9)O)O)O))C	
oleanolate-3-beta-D-glucuronoside-(3,1)-galactoside-(4,1)-glucoside	CPD-9469	InChIKey=IKLJZXPOWHPNML-DUFICQLOSA-L	CC8(CCC7(CCC1(C(=CCC2(C1(CCC3(C2(CCC(C3(C)C)OC4(C(C(C(C(O4)C(=O)[O-])OC5(C(C(C(C(CO)O5)O)O)O))OC6(C(C(C(C(CO)O6)O)O)O))O))C))C))C7C8)C)C(=O)[O-])C	
3,5-dihydroxyanisole	CPD-9494	InChIKey=HDVRLUFGYQYLFJ-UHFFFAOYSA-N	COC1(=CC(=CC(=C1)O)O)	
3,5-dimethoxyphenol	CPD-9499	InChIKey=XQDNFAMOIPNVES-UHFFFAOYSA-N	COC1(C=C(C=C(C=1)O)OC)	
1,3,5-trimethoxybenzene	CPD-9500	InChIKey=LKUDPHPHKOZXCD-UHFFFAOYSA-N	COC1(C=C(C=C(C=1)OC)OC)	
3-methoxy-5-hydroxytoluene	CPD-9501	InChIKey=NOTCZLKDULMKBR-UHFFFAOYSA-N	CC1(C=C(C=C(C=1)OC)O)	
3,5-dimethoxytoluene	CPD-9502	InChIKey=RIZBLVRXRWHLFA-UHFFFAOYSA-N	CC1(=CC(=CC(=C1)OC)OC)	
2-amino-4-deoxy-chorismate	CPD-9517	InChIKey=OKLGKGPAZUNROU-YUMQZZPRSA-M	C=C(OC1(C=CC=C(C1[N+])C(=O)[O-]))C(=O)[O-]	
2,3-dihydro-3-oxo-anthranilate	CPD-9520	InChIKey=RVCNGLBZLLWEIQ-LURJTMIESA-N	C([O-])(=O)C1(C([N+])C(=O)C=CC=1)	
(1<i>R</i>,6<i>S</i>)-6-amino-5-oxocyclohex-2-ene-1-carboxylate	CPD-9521	InChIKey=AQGCSVBPRRQXIN-XINAWCOVSA-N	C(C1(C=CCC(C1[N+])=O))(=O)[O-]	
8-hydroxy-(+)-&delta;-cadinene	CPD-9523	InChIKey=NOCUZOKOOMNRCW-ZFXTZCCVSA-N	CC(C2(CCC(=C1(C(C=C(CC1O)C)2))C))C	
9-demethylmunduserone	CPD-9533	InChIKey=WXQDWUQQAGHKOV-SJORKVTESA-N	COC2(C(=CC3(OC[CH]4(OC1(C(=CC=C(C=1)O)C([CH](C(C=2)=3)4)=O))))OC)	
buthiobate	CPD-9542	InChIKey=ZZVVDIVWGXTDRQ-BSYVCWPDSA-N	CCCCSC(=NC1(=CN=CC=C1))SCC2(C=CC(=CC=2)C(C)(C)C)	
fenpropimorph	CPD-9543	InChIKey=RYAUSSKQMZRMAI-UHFFFAOYSA-O	CC(CC1(C=CC(=CC=1)C(C)(C)C))C[N+]2(CC(C)OC(C)C2)	
2-hydroxyphenazine-1-carboxylate	CPD-9547	InChIKey=GVQIFYBFFGQRGS-UHFFFAOYSA-M	C(C3(=C2(NC1(=CC=CC=C1N=C2C=CC3=O))))([O-])=O	
L-lactide	CPD-9549	InChIKey=JJTUDXZGHPGLLC-UHFFFAOYSA-N	CC1(OC(C(OC1=O)C)=O)	
emodin dianthrone	CPD-9558	InChIKey=FNQXONDLUBKCKL-VHXPQNKSSA-N	CC1(=CC2(C(C3(=CC(=CC(=C(C(C(C(=C1)O)=2)=O)3)O)O))=C4(C6(=C(C(C5(=C4C=C(C=C5O)C))=O)C(=CC(=C6)O)O))))	
protohypericin	CPD-9561	InChIKey=YLILOANQCQKPOD-UHFFFAOYSA-L	CC1(=CC2(C5(C3(=C(C(=CC(=C(C(C(C(=C1)O)=2)=O)3)O)[O-])C4(C(=CC(=C6(C=4C=5C7(C=C(C=C(C(C6=O)=7)O)C)))O)[O-])))))	
indole-3-acetyl-aspartate-N-beta-D-glucose	CPD-9568	InChIKey=SWNWAVRKVMTEIQ-NUOSUUATSA-L	C2(=C(CC(NC(CC(=O)[O-])C([O-])=O)=O)C3(C=CC=CC(N(C1(C(C(C(C(O1)CO)O)O)O))2)=3))	
6-aminonicotinamide	CPD-9571	InChIKey=ZLWYEPMDOUQDBW-UHFFFAOYSA-N	C1(=CC=C(C=N1)C(=O)N)N	
indole-3-acetyl-glutamate-N-beta-D-glucose	CPD-9573	InChIKey=PPKYVFHFFAMMLR-XCJRWWQLSA-L	C3(=C(CC(NC(CCC(=O)[O-])C([O-])=O)=O)C1(C=CC=CC=1N(C2(C(O)C(O)C(O)C(CO)O2))3))	
indole-3-acetyl-valine	CPD-9577	InChIKey=AZEGJHGXTSUPPG-UHFFFAOYSA-M	CC(C)C(C(=O)[O-])NC(=O)CC2(=CNC1(C=CC=CC=12))	
indole-3-acetyl-phenylalanine	CPD-9582	InChIKey=BUGQHORRADGONS-UHFFFAOYSA-M	C2(=C(CC(NC(CC1(C=CC=CC=1))C(=O)[O-])=O)C3(C=CC=CC(N2)=3))	
6-hydroxy-indole-3-acetyl-valine	CPD-9583	InChIKey=SEUUNRVBBVWRRE-UHFFFAOYSA-M	CC(C(NC(CC2(C1(=C(C=C(C=C1)O)NC=2)))=O)C([O-])=O)C	
6-hydroxy-indole-3-acetyl-phenylalanine	CPD-9584	InChIKey=XYOSMXFVURVKBE-UHFFFAOYSA-M	C2(=C(CC(NC(CC1(C=CC=CC=1))C(=O)[O-])=O)C3(C=CC(=CC(N2)=3)O))	
oxindole-3-acetyl-phenylalanine	CPD-9595	InChIKey=GRYJISMAHTWQHT-UHFFFAOYSA-M	C(C(CC1(C=CC=CC=1))NC(=O)CC3(C(NC2(C=CC=CC=23))=O))(=O)[O-]	
oxindole-3-acetyl-valine	CPD-9596	InChIKey=FSEDSDXBTJRCGH-UHFFFAOYSA-M	CC(C(NC(CC2(C1(C(=CC=CC=1)NC2=O)))=O)C([O-])=O)C	
oxindole-3-acetyl-aspartate-N-beta-glucose	CPD-9602	InChIKey=YEQCZLUNTZHCGP-RUPNEZQASA-L	C(C1(C(C(C(C(O1)N2(C(=O)C(CC(NC(CC(=O)[O-])C([O-])=O)=O)C3(C=CC=CC2=3)))O)O)O))O	
